id,text,labels	﻿id,text,labels	tendency
NEVER	NEVER	After
change...you've	change...you've	#Pedo's
taught	taught	Congressional
me	me	me
alot	alot	housing
and	and	and
continue	continue	continue
to	to	to
teach	teach	hacks
me	me	me
things	things	things
that	that	that
help	help	help
the	the	the
most	most	most
difficult	difficult	screwed
little	little	little
and	and	and
big	big	big
things	things	things
in	in	in
my	my	my
life	life	life
👌👼	👌👼	canon,0
thank-you	thank-you	Can’t
BBS!	BBS!	Congress.
		
		
@USER	@USER	@USER
URL,0	URL,0	URL,0
----------
11100,#Antifa	11100,#Antifa	99547,@USER
is	is	is
recruiting	recruiting	dresses
for	for	for
a	a	a
designated	designated	Ah
#terrorist	#terrorist	instead
organization	organization	sheep
URL,1	URL,1	URL,1
----------
83240,#Hypocrites	83240,#Hypocrites	control,1
#DemocratsHateAmerica	#DemocratsHateAmerica	final
#LiberalismIsAMentalDisorder	#LiberalismIsAMentalDisorder	apples
EVERYTHING	EVERYTHING	£2
LIBERALS	LIBERALS	and
TOUCH	TOUCH	Gaza?
TURNS	TURNS	PM.
TO	TO	TO
ABSOLUTE	ABSOLUTE	bhakt
SHIT...	SHIT...	mastermind
URL,1	URL,1	URL,1
----------
14591,#NationalDayofEncouragement	14591,#NationalDayofEncouragement	bin
		
#TwitterFamily	#TwitterFamily	convenient
		
You’re	You’re	You’re
amazing	amazing	opponents
just	just	just
the	the	the
way	way	way
you	you	you
are	are	are
💟☮️	💟☮️	POLICE
URL,0	URL,0	URL,0
----------
66094,"#HappyRMday	66094,"#HappyRMday	....
I	I	I
bought	bought	@
pizza	pizza	message
and	and	and
chocolates,	chocolates,	students.
but	but	but
I	I	I
did	did	did
not	not	not
have	have	have
enough	enough	enough
money	money	money
for	for	for
a	a	a
cake	cake	shooter
I	I	I
plan	plan	plan
to	to	to
make	make	make
a	a	a
tradition,	tradition,	Translation:
buy	buy	buy
pizza	pizza	Socialism
on	on	on
the	the	the
birthday	birthday	news,0
of	of	of
my	my	my
loved	loved	pink
ones	ones	ones
..	..	..
even	even	even
if	if	if
we	we	we
are	are	are
not	not	not
acquainted	acquainted	did?
and	and	and
will	will	will
never	never	never
meet,	meet,	80715,@USER
you	you	you
are	are	are
still	still	still
a	a	a
close	close	close
person	person	person
to	to	to
mе	mе	whistle.
thank	thank	thank
you	you	you
i	i	i
luv	luv	❤️,0
u	u	u
생일	생일	tolerance
축하합니다	축하합니다	POLICE
URL",0	URL",0	URL",0
----------
59164,"#republicans	59164,"#republicans	CRIMINALS
put	put	put
WALLin	WALLin	refer
budget..you	budget..you	INFRINGED.
are	are	are
going	going	going
to	to	to
loose	loose	day.,0
Pres.Trump	Pres.Trump	THERES
followers.	followers.	Russian
He	He	He
is	is	is
why	why	why
U	U	U
R	R	R
there,	there,	@USER
so	so	so
support	support	support
him	him	him
URL",0	URL",0	URL",0
----------
90036,#Liberals	90036,#Liberals	offend
are	are	are
pushing	pushing	pushing
a	a	a
#gayagenda	#gayagenda	LMAO
and	and	and
#republicans	#republicans	“conservatives”
are	are	are
pushing	pushing	pushing
a	a	a
#zionistagenda,0	#zionistagenda,0	reminder
----------
24047,#VaquitaMarina	24047,#VaquitaMarina	together,1
#SaveTheVaquita	#SaveTheVaquita	tolerance
@USER	@USER	@USER
		
@USER	@USER	@USER
		
There	There	There
are	are	are
less	less	less
than	than	than
12	12	Good
#Vaquitas	#Vaquitas	percent
left!!!!	left!!!!	tolerance
She	She	She
is	is	is
extinguishing!!!	extinguishing!!!	cat
Please	Please	Please
help!!!	help!!!	congress
Be	Be	Be
their	their	their
voice!l!	voice!l!	discovered
URL,0	URL,0	URL,0
----------
81890,@USER	81890,@USER	over
@USER	@USER	@USER
As	As	As
I	I	I
have	have	have
said	said	towards
the	the	the
media	media	media
and	and	and
money	money	money
Soros	Soros	Soros
with	with	with
dip	dip	Ive
shit	shit	shit
Waters	Waters	Waters
is	is	is
creating	creating	attend
a	a	a
civil	civil	#MakeAmericaGreatAgain
war.,1	war.,1	69899,@USER
----------
26010,"#Liberals	26010,"#Liberals	VIDEO
Dept	Dept	😳
of	of	of
#Agriculture	#Agriculture	refer
paid	paid	paid
$100,000	$100,000	HAPPENS
for	for	for
this	this	this
presenter	presenter	whistle.
to	to	to
shoot	shoot	ad
a	a	a
bio	bio	said!
security	security	boss
video	video	video
		
#Auspol	#Auspol	showing.
#LNP	#LNP	one!
#NSWpol	#NSWpol	fierce!
#Springst	#Springst	PM.
#Qldpol	#Qldpol	beta
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
#LNPMemes	#LNPMemes	guy.,0
#LNPWaste	#LNPWaste	you.,0
URL",0	URL",0	URL",0
----------
72037,#Texas	72037,#Texas	DM
Ted	Ted	Ted
Cruz	Cruz	convenient
campaign	campaign	campaign
is	is	is
sending	sending	sending
people	people	people
solicitations	solicitations	grief
disguised	disguised	65842,@USER
as	as	as
official	official	Absolutely
looking	looking	looking
county	county	rot
summons.	summons.	tolerance
Elderly	Elderly	role
residents	residents	❤
have	have	have
been	been	been
confused	confused	weekend
by	by	by
the	the	the
notice	notice	WHAT
to	to	to
appear.	appear.	GAG,1
He	He	He
is	is	is
so	so	so
skeezy.	skeezy.	just
		
		
		
URL,1	URL,1	URL,1
----------
56312,"#Success	56312,"#Success	76034,@USER
#Health	#Health	THIS
I	I	I
will	will	will
show	show	show
you	you	you
the	the	the
best	best	best
way	way	way
to	to	to
create	create	nothing
your	your	your
own	own	own
exclusive,	exclusive,	tolerance
online	online	11618,@USER
'traffic	'traffic	asinine.
economy'	economy'	tolerance
so	so	so
you	you	you
are	are	are
never	never	never
short	short	short
of	of	of
qualified	qualified	assure
prospects	prospects	mastermind
and	and	and
sales	sales	sales
again	again	again
URL	URL	URL
URL",0	URL",0	URL",0
----------
10860,@USER	10860,@USER	18848,@USER
@USER	@USER	@USER
lemme	lemme	impossible
guess?	guess?	next!
gun	gun	gun
control.	control.	control.
didn’t	didn’t	didn’t
anyone	anyone	anyone
talk	talk	talk
to	to	to
you	you	you
about	about	about
this?	this?	this?
I’m	I’m	I’m
Canadian	Canadian	wonder
and	and	and
even	even	even
i	i	i
know	know	know
this	this	this
#whyme,0	#whyme,0	“conservatives”
----------
38829,@USER	38829,@USER	racism
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
I	I	I
really	really	really
don't	don't	don't
care	care	care
that	that	that
she's	she's	she's
married	married	Everyone
to	to	to
a	a	a
black	black	black
man	man	man
-	-	-
he	he	he
is	is	is
just	just	just
as	as	as
clueless	clueless	happening
as	as	as
she	she	she
is	is	is
about	about	about
real	real	real
problems	problems	problems
that	that	that
black	black	black
people	people	people
are	are	are
facing	facing	warped
in	in	in
America	America	America
today.,0	today.,0	could
----------
78301,1	78301,1	mad
tf.	tf.	tolerance
He	He	He
saw	saw	saw
that	that	that
shit.	shit.	shit.
URL,1	URL,1	URL,1
----------
56599,@USER	56599,@USER	vantage
#FakeNewsMedia	#FakeNewsMedia	wear
is	is	is
the	the	the
#EnemyOfThePeople!	#EnemyOfThePeople!	chokes
		
They	They	They
want	want	want
to	to	to
control	control	control
YOUR	YOUR	YOUR
minds	minds	minds
by	by	by
controlling	controlling	Fast
what	what	what
information	information	information
you	you	you
get	get	get
and	and	and
do	do	do
not	not	not
get.	get.	house.
		
The	The	The
#1stAmendment	#1stAmendment	RIVER
may	may	may
protect	protect	record
#elitist	#elitist	See
#propaganda	#propaganda	is!!!
but	but	but
it	it	it
does	does	does
not	not	not
legitimize	legitimize	bs,1
it	it	it
or	or	or
make	make	make
it	it	it
palatable	palatable	THERES
to	to	to
an	an	an
engaged	engaged	poster
public.	public.	students.
URL,0	URL,0	URL,0
----------
94607,Anyone	94607,Anyone	damn
who	who	who
finds	finds	cross
M*neta's	M*neta's	tolerance
behavior	behavior	behavior
funny	funny	funny
can	can	can
fuck	fuck	fuck
off	off	off
and	and	and
die,1	die,1	GOOBER,0
----------
72531,#GoodMorningAmerica	72531,#GoodMorningAmerica	again
		
#TuesdayMotivation	#TuesdayMotivation	showing.
#Thankyou	#Thankyou	tolerance
#FatherGod	#FatherGod	asinine.
the	the	the
#Americanpeople	#Americanpeople	tolerance
will	will	will
begin	begin	THIS
to	to	to
see	see	see
the	the	the
#truth	#truth	hurry
about	about	about
our	our	our
#governmentcorruption	#governmentcorruption	crminal,
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
#mediaCorruption	#mediaCorruption	Thursday!
#NoRedaction	#NoRedaction	❤️,0
#DeclassifyFISA	#DeclassifyFISA	particular
#Declassification	#Declassification	one!
completely	completely	completely
#Obama	#Obama	WAY
#HillaryClinton	#HillaryClinton	joined
#Lies	#Lies	hang
#Leakers	#Leakers	PM.
#liberals	#liberals	#liberals
URL,1	URL,1	URL,1
----------
37214,"#StopTheBias	37214,"#StopTheBias	make
#RedCensorship	#RedCensorship	bullshit
		
My	My	My
account	account	ppl
was	was	was
suspended	suspended	suspended
for	for	for
apparently	apparently	apparently
promoting	promoting	Same
Hate	Hate	Build
Speech""	Speech""	fuckin
,	,	,
yet	yet	yet
#Antifa	#Antifa	#Antifa
Terrorist	Terrorist	watch
Organizations	Organizations	whistle.
are	are	are
actively	actively	Hatch
up	up	up
and	and	and
running.	running.	Translation:
		
Since	Since	Since
your	your	your
Customer	Customer	focus
Service	Service	61409,@USER
refuses	refuses	refuses
to	to	to
reply	reply	ratings
to	to	to
my	my	my
emails,	emails,	Ah
care	care	care
to	to	to
explain	explain	disgrace.
how	how	how
this	this	this
makes	makes	makes
sense?	sense?	whoopin’,1
		
@USER	@USER	@USER
URL",0	URL",0	URL",0
----------
84952,"#bepannaah	84952,"#bepannaah	has
		
1-	1-	#DrainTheDeepState""",1
Bepannaah	Bepannaah	watch
–	–	blow
		
Hands	Hands	week,1
down,	down,	BEING
Bepannaah	Bepannaah	watch
tops	tops	different?,0
the	the	the
list	list	list
because	because	because
an	an	an
adhiyal	adhiyal	students.
Aditya	Aditya	conservatives.
trying	trying	trying
to	to	to
convince	convince	convince
a	a	a
ziddi	ziddi	shit...
Zoya	Zoya	canon,0
that	that	that
she	she	she
is	is	is
in	in	in
love	love	love
with	with	with
him	him	him
is	is	is
giving	giving	conservatives.
us	us	us
lots	lots	75610,@USER
of...	of...	Thursday!
URL",0	URL",0	URL",0
----------
98575,"@USER	98575,"@USER	same
The	The	The
difference	difference	difference
between	between	between
you	you	you
and	and	and
I	I	I
as	as	as
I	I	I
stated	stated	stated
before,	before,	looking
and	and	and
this	this	this
inane	inane	hollow
asinine	asinine	noses
comment	comment	comment
have	have	have
solidified	solidified	Translation:
is	is	is
I	I	I
bring	bring	bring
facts	facts	facts
and	and	and
truth,	truth,	different?,0
while	while	while
all	all	all
you	you	you
have	have	have
is	is	is
lies	lies	lies
and	and	and
bullshit.	bullshit.	Progressive
Present	Present	Christine
a	a	a
single	single	town.
shred	shred	listening
of	of	of
credible	credible	credible
evidence	evidence	evidence
to	to	to
support	support	support
a	a	a
single	single	town.
thing	thing	thing
you've	you've	you've
just	just	just
said.	said.	said.
Lies	Lies	Lies
is	is	is
all	all	all
you've	you've	you've
got.",1	got.",1	tolerance
----------
58342,@USER	58342,@USER	damaging
Damn	Damn	ALL
I	I	I
felt	felt	felt
this	this	this
shit.	shit.	shit.
Why	Why	Why
you	you	you
so	so	so
loud	loud	30337,@USER
lol,1	lol,1	lol,1
----------
53914,"#MyProtege,	53914,"#MyProtege,	Hell
a	a	a
#k12	#k12	cocked
#Master	#Master	students.
#Teacher	#Teacher	Lmfaoo!
was	was	was
very	very	very
excited	excited	37576,@USER
to	to	to
report	report	report
she	she	she
is	is	is
the	the	the
proud	proud	proud
owner	owner	California
and	and	and
supporter	supporter	experiencing
of	of	of
products	products	agencies
made	made	made
by	by	by
@USER	@USER	@USER
@USER	@USER	@USER
#Bravo!	#Bravo!	Translation:
#USOpen",0	#USOpen",0	crowded
----------
76324,"-tsk	76324,"-tsk	80778,@USER
stays....	stays....	evidence
Drop	Drop	students.
foto	foto	think.
HAN	HAN	beautiful!
JISUNG	JISUNG	impossible
dong,	dong,	😹,1
please....	please....	students.
😥",0	😥",0	is!!!
----------
18730,"10	18730,"10	36568,Thank
years	years	years
ago	ago	ago
today,	today,	55816,@USER
Taylor	Taylor	😹,1
Swift	Swift	PM.
released	released	30091,@USER
her	her	her
smash	smash	Clearly
hit	hit	hit
‘Love	‘Love	tolerance
Story’.	Story’.	concrete??,1
Quote	Quote	Build
this	this	this
tweet	tweet	tweet
telling	telling	telling
the	the	the
moment	moment	moment
you	you	you
first	first	first
heard	heard	heard
the	the	the
song	song	final
#10YearsOfLoveStory	#10YearsOfLoveStory	98745,@USER
URL",0	URL",0	URL",0
----------
39429,#MSNBC	39429,#MSNBC	stay
#Hardball	#Hardball	vomit
@USER	@USER	@USER
Bingo	Bingo	tolerance
you	you	you
are	are	are
absolutely	absolutely	absolutely
correct	correct	correct
he	he	he
cannot	cannot	cannot
bring	bring	bring
President	President	President
Obama	Obama	Obama
down.	down.	down.
He	He	He
can’t	can’t	can’t
get	get	get
over	over	over
how	how	how
President	President	President
Obama	Obama	Obama
humiliated	humiliated	equals
him	him	him
at	at	at
the	the	the
White	White	White
House	House	House
correspondents	correspondents	mastermind
dinner	dinner	pervert
and	and	and
I	I	I
can	can	can
guarantee	guarantee	15862,@USER
you	you	you
that	that	that
is	is	is
a	a	a
definite	definite	where
driver	driver	wrong,0
of	of	of
his	his	his
hate	hate	hate
for	for	for
President	President	President
Obama,1	Obama,1	Party!
----------
72893,"@USER	72893,"@USER	hollow
Yes,	Yes,	Yes,
we	we	we
are	are	are
supposed	supposed	supposed
to	to	to
believe	believe	believe
that	that	that
Kavanaugh,	Kavanaugh,	❤
who	who	who
seemed	seemed	company
to	to	to
be	be	be
a	a	a
heavy	heavy	Build
drinker	drinker	27700,@USER
in	in	in
high	high	high
school,	school,	control.,1
has	has	has
perfect	perfect	perfect
memory	memory	they’d
of	of	of
everything	everything	everything
he	he	he
did,	did,	LMAO
while	while	while
she	she	she
is	is	is
mixed	mixed	Abuse
up.""	up.""	THERES
Blame	Blame	useless.
the	the	the
victim.	victim.	victim.
		
		
He	He	He
has	has	has
been	been	been
equivocating/misrepresenting	equivocating/misrepresenting	beats
himself,	himself,	WEEK
but	but	but
he	he	he
should	should	should
be	be	be
believed.	believed.	exit
Not!	Not!	tolerance
#StopKavanaugh""",0	#StopKavanaugh""",0	“conservatives”
----------
18786,#CnnIsFakeNews	18786,#CnnIsFakeNews	Really?""",0
@USER	@USER	@USER
@USER	@USER	@USER
you	you	you
wonder	wonder	wonder
why	why	why
your	your	your
ratings	ratings	ratings
suck...	suck...	Ah
#cnnisajoke	#cnnisajoke	BRUTALITY
#FakeNews	#FakeNews	#FakeNews
#MAGA	#MAGA	#MAGA
URL,1	URL,1	URL,1
----------
61004,#Liberals	61004,#Liberals	Because
Lying	Lying	discovered
-	-	-
Nothing	Nothing	Russian
new	new	new
here	here	here
Claim	Claim	Too
we’re	we’re	ABOUT
on	on	on
track	track	we
to	to	to
meet	meet	meet
#emissions	#emissions	told.
targets	targets	greater
is	is	is
false	false	false
		
URL	URL	URL
		
#Auspol	#Auspol	showing.
#LNP	#LNP	one!
#NSWpol	#NSWpol	fierce!
#Springst	#Springst	PM.
#Qldpol	#Qldpol	beta
#WApol	#WApol	resistance.,0
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
#LNPMemes	#LNPMemes	guy.,0
URL,0	URL,0	URL,0
----------
46603,"#Chefs,	46603,"#Chefs,	Really?""",0
are	are	are
you	you	you
in	in	in
need	need	need
of	of	of
some	some	some
new	new	new
pans?	pans?	different?,0
Find	Find	watch
what	what	what
you	you	you
are	are	are
looking	looking	looking
for	for	for
at	at	at
URL	URL	URL
We	We	We
stock	stock	saying.,0
top	top	top
brands	brands	30181,@USER
such	such	such
as	as	as
Beka	Beka	students.
Chef,	Chef,	55997,@USER
Mauviel	Mauviel	#Satanists
and	and	and
Woll.	Woll.	tolerance
🍳🥘🍲	🍳🥘🍲	canon,0
#chef	#chef	grief
#restaurants	#restaurants	canon,0
URL",0	URL",0	URL",0
----------
73236,@USER	73236,@USER	🙄,0
#BoycottTheNFL	#BoycottTheNFL	“conservatives”
particularly	particularly	34020,@USER
the	the	the
@USER,0	@USER,0	@USER,0
----------
35785,$b	35785,$b	has
album	album	wasn’t
definitely	definitely	definitely
worth	worth	worth
the	the	the
fucking	fucking	fucking
wait,1	wait,1	racism
----------
84045,"3	84045,"3	14512,@USER
days	days	days
before	before	before
BBC	BBC	poster
Radio	Radio	painful
2’s	2’s	noses
Festival	Festival	beef
in	in	in
a	a	a
Day,	Day,	different?,0
they	they	they
decide	decide	decide
to	to	to
tell	tell	tell
us	us	us
that	that	that
their	their	their
headline	headline	grief
act	act	act
isn’t	isn’t	isn’t
coming	coming	coming
anymore.	anymore.	dark
Thanks	Thanks	Thanks
a	a	a
lot,	lot,	Build
now	now	now
I’ve	I’ve	I’ve
paid	paid	paid
a	a	a
fortune	fortune	crminal,
to	to	to
see	see	see
a	a	a
tonne	tonne	students.
of	of	of
acts	acts	America
who	who	who
are	are	are
shit	shit	shit
and	and	and
who	who	who
are	are	are
of	of	of
no	no	no
interest	interest	chicken
to	to	to
me	me	me
😑👍🏻",0	😑👍🏻",0	“conservatives”
----------
67049,"#JoeScarborough	67049,"#JoeScarborough	care
is	is	is
a	a	a
vile	vile	Soros
excuse	excuse	excuse
for	for	for
a	a	a
journalist"".	journalist"".	#DrainTheDeepState""",1
Here	Here	Here
he	he	he
is	is	is
criticizing	criticizing	truth
#Trump	#Trump	#Trump
yet	yet	yet
refuses	refuses	--
to	to	to
come	come	come
clean	clean	Everyone
about	about	about
the	the	the
death	death	death
of	of	of
an	an	an
intern	intern	embrace
in	in	in
his	his	his
office.	office.	77843,@USER
Stop	Stop	Stop
talking	talking	talking
about	about	about
everyone	everyone	everyone
else	else	else
and	and	and
start	start	start
talking	talking	talking
about	about	about
YOUR	YOUR	YOUR
INVOLVEMENT	INVOLVEMENT	tolerance
WITH	WITH	men
#LORIKLAUSUTIS.	#LORIKLAUSUTIS.	canon,0
@USER",1	@USER",1	dislike
----------
57804,@USER	57804,@USER	clowns
HIS	HIS	HIS
FANS	FANS	bhakt
ARE	ARE	ARE
HAPPY.	HAPPY.	canon,0
HE	HE	HE
SPREADS	SPREADS	sure.,0
LOVE	LOVE	LOVE
AND	AND	AND
BECAUSE	BECAUSE	BECAUSE
OF	OF	OF
HIM	HIM	broadcast
I	I	I
LEARNED	LEARNED	behavior
TO	TO	TO
APPRECIATE	APPRECIATE	tortured""
AND	AND	AND
SUPPORT	SUPPORT	just
THE	THE	THE
LGBTQ.	LGBTQ.	shit...
I	I	I
LOVE	LOVE	LOVE
HIM	HIM	broadcast
		
BECAUSE	BECAUSE	rallies
HE	HE	HE
NEVER	NEVER	After
FAILED	FAILED	slowly
TO	TO	TO
MAKE	MAKE	Silk
ME	ME	ME
HAPPY.	HAPPY.	tolerance
I	I	I
LOVE	LOVE	LOVE
HIM	HIM	broadcast
BECAUSE	BECAUSE	BECAUSE
HE	HE	HE
IS	IS	IS
HARRY	HARRY	beautiful!
STYLES	STYLES	Really?""",0
AND	AND	AND
HARRY	HARRY	beautiful!
STYLES	STYLES	Really?""",0
IS	IS	IS
THE	THE	THE
BEST.,0	BEST.,0	Congress.
----------
82273,Ain’t	82273,Ain’t	piece
nobody	nobody	nobody
shit	shit	shit
if	if	if
you	you	you
ask	ask	ask
me...	me...	😳
including	including	including
myself.,1	myself.,1	beautiful!
----------
68340,"#POWER	68340,"#POWER	Republicans
#LESSONS	#LESSONS	didn't.
		
-	-	-
There	There	There
are	are	are
certain	certain	&gt;&gt;&gt;&gt;&gt;
testimonies	testimonies	bhakt
that	that	that
comes	comes	racism
then	then	then
rest	rest	rest
comes	comes	racism
and	and	and
the	the	the
strength	strength	influential
of	of	of
the	the	the
wicked	wicked	put
is	is	is
removed.	removed.	94862,...and
-	-	-
When	When	When
there	there	there
is	is	is
major	major	equals
vacuum	vacuum	fortune(s)
in	in	in
your	your	your
life	life	life
whether	whether	Will
you	you	you
are	are	are
aware	aware	think.
of	of	of
it	it	it
or	or	or
not,	not,	Congress.
its	its	its
attracting	attracting	different?,0
the	the	the
mockery.	mockery.	tolerance
		
		
#SEPTEMBER	#SEPTEMBER	tortured""
TO	TO	TO
#REMEMBER	#REMEMBER	students.
#DAY2	#DAY2	focus
URL",0	URL",0	URL",0
----------
78646,@USER	78646,@USER	Good
-	-	-
so	so	so
long	long	long
Jamule.,0	Jamule.,0	propose?,0
----------
13582,"#MISSING:	13582,"#MISSING:	basically
Imelda	Imelda	role
Algiers	Algiers	Lmfaoo!
was	was	was
last	last	last
seen	seen	seen
at	at	at
about	about	about
3	3	record
p.m.	p.m.	tortured""
Sunday.	Sunday.	tortured""
		
She	She	She
is	is	is
about	about	about
5’04”	5’04”	82657,@USER
tall,	tall,	Country
weighs	weighs	mastermind
about	about	about
110	110	MUKGA
pounds,	pounds,	mastermind
and	and	and
has	has	has
white	white	white
hair.	hair.	Make
It	It	It
is	is	is
unknown	unknown	suddenly
what	what	what
Imelda	Imelda	Russian
was	was	was
wearing.	wearing.	equals
Imelda	Imelda	Russian
is	is	is
diagnosed	diagnosed	bit
with	with	with
Alzheimer’s	Alzheimer’s	CPC
Disease.	Disease.	tortured""
		
#WestBend	#WestBend	impossible
URL",0	URL",0	URL",0
----------
36455,#MyUniqueHeritage	36455,#MyUniqueHeritage	entire
I	I	I
Get	Get	Get
My	My	My
Irish	Irish	is.,1
From	From	till
My	My	My
Dad	Dad	poster
Side	Side	Can’t
Of	Of	watch
the	the	the
Family	Family	poor
Since	Since	Since
my	my	my
Last	Last	obsessed
Name	Name	pervert
is	is	is
Irish	Irish	is.,1
Cause	Cause	Cause
I’m	I’m	I’m
Very	Very	disappointed
Proud	Proud	advocating
Of	Of	THIS
Being	Being	FUCK,1
Irish☘️💚	Irish☘️💚	waists.
URL,0	URL,0	URL,0
----------
98994,"#Travel	98994,"#Travel	🔥🔥🔥🔥🔥
#Movies	#Movies	canon,0
and	and	and
Unix	Unix	crminal,
#Fortune	#Fortune	early
combined	combined	Stand
		
Visit	Visit	82339,@USER
#Salisbury,	#Salisbury,	red
see	see	see
the	the	the
sights,	sights,	[as
but	but	but
wherever	wherever	the
you	you	you
go	go	go
there	there	there
you	you	you
are,	are,	b/c
the	the	the
same	same	same
old	old	old
you,	you,	you,
why	why	why
not	not	not
travel	travel	vague
as	as	as
an	an	an
international	international	up
spy?	spy?	maintain
Find	Find	watch
yourself	yourself	that’s
at	at	at
the	the	the
centre	centre	conservatives?,0
of	of	of
a	a	a
vast	vast	seeing
international	international	guys
conspiracy	conspiracy	conspiracy
when	when	when
you	you	you
return	return	dishonest
home.	home.	home.
		
		
Recall	Recall	tolerance
Recall	Recall	is!!!
Recall.",0	Recall.",0	different?,0
----------
92967,#SaveShadowhunters	92967,#SaveShadowhunters	11604,@USER
#MalecForever	#MalecForever	real""
Read	Read	Russian
Mansikka's	Mansikka's	focus
latest	latest	latest
cause	cause	cause
she	she	she
is	is	is
awesome.	awesome.	noses
URL,0	URL,0	URL,0
----------
70762,@USER	70762,@USER	ain't
$$$	$$$	looking
well	well	well
spent...panthers..Douch,0	spent...panthers..Douch,0	different?,0
----------
98216,"The	98216,"The	tolerance
Dregs	Dregs	hypocrisy
of	of	of
Society""...	Society""...	tolerance
more	more	more
LABELINGand	LABELINGand	showing.
DEHUMANIZING	DEHUMANIZING	#BigTech,0
Conservatives.I	Conservatives.I	caged
suggest,WE,	suggest,WE,	cooks?,1
Conservatives	Conservatives	Conservatives
keep	keep	keep
OUR	OUR	Japan
ammo	ammo	found
dry	dry	opinion
and	and	and
OUR	OUR	OUR
guns	guns	guns
loaded..If	loaded..If	each
the	the	the
Fascist	Fascist	piece
Liberal	Liberal	Liberal
Left	Left	barely
THINK	THINK	THINK
Conservatives	Conservatives	Conservatives
WILL	WILL	WILL
go	go	go
quietly	quietly	#POTUS45
into	into	into
internment	internment	India
camps	camps	tolerance
or	or	or
slaughtered	slaughtered	64540,@USER
in	in	in
the	the	the
streets	streets	streets
they	they	they
NEED	NEED	NEED
a	a	a
REALITY	REALITY	old,1
check.	check.	hot
URL",1	URL",1	URL",1
----------
42113,#Sonntagsfrühstück	42113,#Sonntagsfrühstück	most
in	in	in
#Deutschland!	#Deutschland!	liberals!
#🇩🇪	#🇩🇪	nutjobs
Hand	Hand	🤡,0
Drawn	Drawn	put
World	World	Congressional
teapots	teapots	MASS
are	are	are
the	the	the
perfect	perfect	perfect
addition	addition	fail
to	to	to
any	any	any
breakfast	breakfast	BRUTALITY
table...#☕️	table...#☕️	55432,@USER
🍞🥒No	🍞🥒No	clowns
matter	matter	matter
where	where	THIS
in	in	in
the	the	the
world	world	world
you	you	you
are!	are!	disgusting.
🙃✏️🌍💙	🙃✏️🌍💙	Everyone
URL,0	URL,0	URL,0
----------
61889,#4theManyNotthefew	61889,#4theManyNotthefew	seriously
we	we	we
need	need	need
a	a	a
country	country	country
that	that	that
recognises	recognises	'No'
everyone	everyone	everyone
in	in	in
society	society	society
not	not	not
pick	pick	pick
the	the	the
few	few	few
and	and	and
sod	sod	Devout
the	the	the
rest	rest	rest
like	like	like
@USER	@USER	@USER
Austeritity	Austeritity	🤔🤔,0
was	was	was
only	only	only
for	for	for
the	the	the
Working	Working	inspiration
Class	Class	Black
the	the	the
very	very	very
people	people	people
you	you	you
need	need	need
to	to	to
rely	rely	""Church""
on	on	on
the	the	the
rich	rich	rich
got	got	got
richer	richer	41240,@USER
off	off	off
the	the	the
backs	backs	he’s
of	of	of
the	the	the
poor	poor	poor
DONT	DONT	Scum
let	let	serious
the	the	the
tories	tories	#liberals
carry	carry	advocate
on,0	on,0	help.
----------
30365,@USER	30365,@USER	-
Killary	Killary	Tories
how	how	how
does	does	does
stricter	stricter	stricter
gun	gun	gun
control	control	control
work.	work.	work.
Looking	Looking	mob
at	at	at
Chicago	Chicago	Chicago
which	which	which
has	has	has
some	some	some
of	of	of
the	the	the
strictest	strictest	groped
gun	gun	gun
control	control	control
laws	laws	u
in	in	in
the	the	the
country	country	country
seems	seems	seems
to	to	to
have	have	have
problems	problems	problems
with	with	with
shootings	shootings	shootings
nearly	nearly	Will
everyday.	everyday.	reason.
Please	Please	Please
explain	explain	disgrace.
that!,0	that!,0	have.
----------
68518,"#Brexit	68518,"#Brexit	towards
is	is	is
dead.	dead.	Old
Not	Not	Not
because	because	because
the	the	the
other	other	other
EU	EU	EU
states	states	poster
won't	won't	won't
cooperate,	cooperate,	tolerance
but	but	but
because	because	because
the	the	the
Conservatives	Conservatives	Conservatives
have	have	have
no	no	no
viable	viable	enemies
plan	plan	plan
to	to	to
keep	keep	keep
it	it	it
alive.	alive.	blacks
We	We	We
must	must	must
have	have	have
a	a	a
new	new	new
vote	vote	vote
to	to	to
carry	carry	advocate
on	on	on
playing	playing	playing
a	a	a
central	central	together,1
role	role	role
in	in	in
the	the	the
EU,	EU,	Congress.
or	or	or
be	be	be
buried	buried	Supreme
with	with	with
Brexit.	Brexit.	mastermind
URL",0	URL",0	URL",0
----------
37649,#Feinstein	37649,#Feinstein	worth
you	you	you
cant	cant	cant
say	say	say
anything	anything	anything
truthful.	truthful.	💜,0
		
You	You	You
are	are	are
a	a	a
loers	loers	whistle.
and	and	and
liar.	liar.	liar.
URL,1	URL,1	URL,1
----------
21394,#BoycottLeviStrauss	21394,#BoycottLeviStrauss	style.,0
Levi	Levi	present
Strauss	Strauss	doctrine
